scenario,scenario_label,spoke_id,spoke_name,spoke_type,existing_nbs,collocated_candidate_nbs,matched_facility_id,matched_facility_level,matched_district,point_longitude,point_latitude,hub_id,assigned_hub_name,assigned_hub_level,assigned_hub_ownership,assigned_hub_subregion,longitude,latitude,assigned_distance_km,assigned_distance_band,route_feasibility,route_feasibility_group,route_priority_flag,weak_or_long_route,long_route,very_long_route,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,assigned_hub_readiness_group,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0168,Villa Maria HOSPITAL,existing_nbs,1,0,HF0093,General Hospital,KALUNGU,31.743304,-0.228127,HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.743304,-0.228127,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,54373,369,7,0.060275,0.135269
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0152,Rakai Health Sciences Program CLINIC,existing_nbs,1,0,HF0776,Clinic,RAKAI,31.62173,-0.538174,HF0777,Kalisizo HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.62277,-0.53569,0.298,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,176754,149,5,0.057151,0.133475
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0160,"St. Francis,  HC III",existing_nbs,1,0,HF0555,HC III,MITYANA,32.04851,0.40035,HF0550,Mityana HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.04131,0.3978,0.849,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,129409,226,7,0.065065,0.133276
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0129,Mulago National Hospital- MUJHU Clinic,existing_nbs,1,0,HF0219,Clinic,KAMPALA,32.578218,0.340195,HF0118,Kololo HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.588224,0.336823,1.174,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,243967,711,12,0.077403,0.095929
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0165,TASO Mulago CLINIC,existing_nbs,1,0,HF0155,Clinic,KAMPALA,32.57737,0.34298,HF0118,Kololo HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.588224,0.336823,1.386,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,243967,711,12,0.077403,0.095929
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0037,Alive Medical Services HC III,existing_nbs,1,0,HF0209,HC II,KAMPALA,32.61026,0.30972,HF0203,Kibuli HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.595073,0.313056,1.73,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,71046,17,1,0.076874,0.085271
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0133,Naguru  Hospital  - China Uganda Friendship,existing_nbs,1,0,HF0264,RR Hospital,KAMPALA,32.60657,0.32898,HF0203,Kibuli HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.595073,0.313056,2.176,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,71046,17,1,0.076874,0.085271
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0070,Fort Portal Regional Referral Hospital,existing_nbs,1,0,HF2806,RR Hospital,KABAROLE,30.282,0.655,HF2801,Virika HOSPITAL,General Hospital,Private Not For Profit,TORO,30.267931,0.640278,2.261,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,71989,179,15,0.049074,0.162656
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0164,TASO Masaka CLINIC,existing_nbs,1,0,HF0490,Clinic,MASAKA,31.73638,-0.33921,HF0506,St. Joseph Kitovu HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.75956,-0.34402,2.634,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,0,1,3,0.25,strong_hub_score_3,strong_hub,86572,434,1,0.061262,0.122943
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0102,Kiswa HC III,existing_nbs,1,0,HF0256,HC II,KAMPALA,32.616703,0.323407,HF0203,Kibuli HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.595073,0.313056,2.665,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,71046,17,1,0.076874,0.085271
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0074,Hope Clinic Lukuli HC II,existing_nbs,1,0,HF0188,Clinic,KAMPALA,32.60038,0.27986,HF0204,St. Francis Nsambya HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.585,0.3017,2.959,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,181515,601,12,0.077156,0.087914
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0118,Magala HC III,existing_nbs,1,0,HF0551,HC III,MITYANA,32.06745,0.38688,HF0550,Mityana HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.04131,0.3978,3.15,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,129409,226,7,0.065065,0.133276
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0120,Masaka REGIONAL REF HOSPITAL,existing_nbs,1,0,HF0494,RR Hospital,MASAKA,31.7344,-0.3294,HF0506,St. Joseph Kitovu HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.75956,-0.34402,3.233,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,0,1,3,0.25,strong_hub_score_3,strong_hub,86572,434,1,0.061262,0.122943
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0128,Mulagi HC III,existing_nbs,1,0,HF1122,HC III,BUTALEJA,33.9079,0.87428,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,3.309,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0090,Kawempe Home Care Initiative CLINIC,existing_nbs,1,0,HF0160,Clinic,KAMPALA,32.56146,0.36205,HF0118,Kololo HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.588224,0.336823,4.08,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,243967,711,12,0.077403,0.095929
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0107,Kumi HC IV,existing_nbs,1,0,HF1419,HC IV,KUMI,33.97501,1.530615,HF1431,Kumi NGO HOSPITAL,General Hospital,Private Not For Profit,TESO,34.00482,1.55895,4.562,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,21091,92,10,0.074611,0.419525
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0114,Lufuka Valley HC III,existing_nbs,1,0,HF0946,HC III,WAKISO,32.56815,0.26008,HF0204,St. Francis Nsambya HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.585,0.3017,4.968,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,181515,601,12,0.077156,0.087914
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0132,Nabweru HC III,existing_nbs,1,0,HF0928,HC III,WAKISO,32.54516,0.35724,HF0282,Mengo HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.55999,0.31306,5.155,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,0,1,3,0.25,strong_hub_score_3,strong_hub,291689,724,3,0.074779,0.096856
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0119,Makindye Police HC III,existing_nbs,1,0,HF0215,HC III,KAMPALA,32.61758,0.26183,HF0204,St. Francis Nsambya HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.585,0.3017,5.707,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,181515,601,12,0.077156,0.087914
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0034,Akide HC II,existing_nbs,1,0,HF1432,HC II,KUMI,34.04329,1.59938,HF1431,Kumi NGO HOSPITAL,General Hospital,Private Not For Profit,TESO,34.00482,1.55895,6.188,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,21091,92,10,0.074611,0.419525
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0099,Kiruddu,existing_nbs,1,0,HF0216,NR Hospital,KAMPALA,32.61274,0.24828,HF0204,St. Francis Nsambya HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.585,0.3017,6.663,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,181515,601,12,0.077156,0.087914
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0077,Kadama HC III,existing_nbs,1,0,HF1399,HC III,KIBUKU,33.88599,1.01955,HF0998,Budaka HC IV,HC IV,Government,BUKEDI,33.95179,1.01983,7.322,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,230903,0,0,0.089879,0.235467
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0063,Butebo HC IV,existing_nbs,1,0,HF1600,HC IV,PALLISA,33.918499,1.201598,HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,8.685,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,69718,1041,3,0.0819,0.270154
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0127,Mukongoro HC III,existing_nbs,1,0,HF1426,HC III,KUMI,33.885754,1.325957,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,8.76,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0140,Nankoma HC IV,existing_nbs,1,0,HF1063,HC IV,BUGIRI,33.678343,0.454007,HF1515,Kigandalo HC IV,HC IV,Government,BUSOGA,33.62108,0.38962,9.553,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,1,0,2,0.5,partial_hub_score_2,partial_hub,215196,0,0,0.095305,0.343323
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0130,Nabiganda HC III,existing_nbs,1,0,HF1129,HC III,BUTALEJA,34.02468,0.96905,HF0998,Budaka HC IV,HC IV,Government,BUKEDI,33.95179,1.01983,9.864,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,230903,0,0,0.089879,0.235467
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0082,Kamaca HC III,existing_nbs,1,0,HF1411,HC III,KUMI,33.96668,1.32506,HF1408,Atutur HOSPITAL,General Hospital,Government,TESO,33.990778,1.412704,10.053,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,0,3,0.25,strong_hub_score_3,strong_hub,79058,4387,21,0.078373,0.393554
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0057,Bukedea HC IV,existing_nbs,1,0,HF1065,HC IV,BUKEDEA,34.04192,1.33219,HF1408,Atutur HOSPITAL,General Hospital,Government,TESO,33.990778,1.412704,10.564,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,0,3,0.25,strong_hub_score_3,strong_hub,79058,4387,21,0.078373,0.393554
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0050,Baitambogwe HC III,existing_nbs,1,0,HF1496,HC III,MAYUGE,33.40877,0.55601,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,10.755,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0064,Buwaiswa HC III,existing_nbs,1,0,HF1507,HC III,MAYUGE,33.52111,0.52472,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,10.932,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0158,St. Francis Acumet HC III,existing_nbs,1,0,HF0974,HC III,AMURIA,33.73288,2.18516,HF0975,Kapelebyong HC IV,HC IV,Government,TESO,33.77463,2.27848,11.312,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,62411,192,5,0.06439,0.498163
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0123,Mifumi HC III,existing_nbs,1,0,HF1707,HC III,TORORO,33.932111,0.74852,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,11.503,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0157,Ssunga HC III,existing_nbs,1,0,HF0478,HC III,MASAKA,31.86382,-0.31139,HF0506,St. Joseph Kitovu HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.75956,-0.34402,12.152,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,0,1,3,0.25,strong_hub_score_3,strong_hub,86572,434,1,0.061262,0.122943
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0116,Lwengo Kinoni HC III GOVT,existing_nbs,1,0,HF0427,HC III,LWENGO,31.55569,-0.33903,HF0854,Bamu HOSPITAL,General Hospital,Private For Profit,SOUTH BUGANDA,31.49315,-0.24348,12.652,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,96347,86,3,0.053901,0.149795
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0139,Namwendwa HC IV,existing_nbs,1,0,HF1340,HC IV,KAMULI,33.24814,0.92059,HF1313,Kamuli Mission Hospital,General Hospital,Private Not For Profit,BUSOGA,33.12793,0.93169,13.431,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,160864,190,4,0.097706,0.355988
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0013,Diima HC III,collocated_candidate_nbs,0,1,HF3024,HC III,KIRYANDONGO,32.22003,2.16412,HF2376,Aber Ngo HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,14.036,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,128850,724,4,0.097373,0.421997
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0005,Alanyi HC III,collocated_candidate_nbs,0,1,HF1862,HC III,ALEBTONG,33.26303,2.13244,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,14.798,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0035,Alanyi HC III,existing_nbs,1,0,HF1862,HC III,ALEBTONG,33.26303,2.13244,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,14.798,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0144,Ngora Ngo HOSPITAL,existing_nbs,1,0,HF1591,General Hospital,NGORA,33.7934,1.47733,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,15.085,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0076,Kaberamaido HC IV,existing_nbs,1,0,HF1269,HC IV,KABERAMAIDO,33.16359,1.77863,HF2019,Dokolo HC IV,HC IV,Government,LANGO,33.17266,1.919833,15.64,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,153861,0,0,0.083855,0.287299
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0029,Abako-Elim HC II,existing_nbs,1,0,HF1874,HC II,ALEBTONG,33.20304,2.12141,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,16.159,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0001,Abarilela HC III,collocated_candidate_nbs,0,1,HF0960,HC III,AMURIA,33.81817,1.962,HF1375,Katakwi General Hospital,General Hospital,Government,TESO,33.96227,1.92008,16.684,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,0,1,3,0.25,strong_hub_score_3,strong_hub,111728,957,1,0.061564,0.483768
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0143,Ngora Gvt HC IV,existing_nbs,1,0,HF1595,HC IV,NGORA,33.80532,1.49346,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,16.778,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0065,Buwenge HC IV,existing_nbs,1,0,HF1237,HC IV,JINJA,33.16965,0.65229,HF0298,Kangulumira HC IV,HC IV,Government,NORTH BUGANDA,33.03127,0.58534,17.083,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,109538,71,0,0.090342,0.220796
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0154,Sekiwunga HC III,existing_nbs,1,0,HF0572,HC III,MPIGI,32.40002,0.27582,HF0281,Lubaga HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.551622,0.30797,17.24,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,594380,383,4,0.074318,0.099582
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0121,Mbale REGIONAL REF HOSPITAL,existing_nbs,1,0,HF1536,RR Hospital,MBALE,34.175455,1.077161,HF1530,Busiu HC IV,HC IV,Government,BUGISU,34.160205,0.921866,17.252,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,241986,0,0,0.083648,0.220916
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0094,Kibuku HC IV,existing_nbs,1,0,HF1405,HC IV,KIBUKU,33.79967,1.05046,HF0998,Budaka HC IV,HC IV,Government,BUKEDI,33.95179,1.01983,17.262,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,230903,0,0,0.089879,0.235467
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0147,Omoro HC III,existing_nbs,1,0,HF1878,HC III,ALEBTONG,33.39233,2.23926,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,17.526,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0148,Omoro HC III,existing_nbs,1,0,HF1878,HC III,ALEBTONG,33.39233,2.23926,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,17.526,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0108,Kwera HC III,existing_nbs,1,0,HF2021,HC III,DOKOLO,33.029033,1.844153,HF2019,Dokolo HC IV,HC IV,Government,LANGO,33.17266,1.919833,18.031,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,153861,0,0,0.083855,0.287299
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0085,Kangai HC III,existing_nbs,1,0,HF2020,HC III,DOKOLO,33.03894,1.82251,HF2019,Dokolo HC IV,HC IV,Government,LANGO,33.17266,1.919833,18.355,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,153861,0,0,0.083855,0.287299
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0047,Apapai HC IV,existing_nbs,1,0,HF1629,HC IV,SERERE,33.29067,1.52954,HF1643,Serere HC IV,HC IV,Government,TESO,33.45971,1.52179,18.823,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,269660,0,0,0.089136,0.315287
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0008,Asuret HC III,collocated_candidate_nbs,0,1,HF1681,HC III,SOROTI,33.598918,1.628748,HF1643,Serere HC IV,HC IV,Government,TESO,33.45971,1.52179,19.482,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,269660,0,0,0.089136,0.315287
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0151,Pallisa HOSPITAL,existing_nbs,1,0,HF1617,General Hospital,PALLISA,33.711171,1.178446,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,21.053,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0141,Nawanyago HC III,existing_nbs,1,0,HF1344,HC III,KAMULI,33.14849,0.73859,HF0298,Kangulumira HC IV,HC IV,Government,NORTH BUGANDA,33.03127,0.58534,21.378,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,109538,71,0,0.090342,0.220796
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0025,Padibe West HC III,collocated_candidate_nbs,0,1,HF2192,HC III,LAMWO,32.81643,3.4872,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,22.114,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0032,Acowa HC III,existing_nbs,1,0,HF0963,HC III,AMURIA,33.79804,2.07524,HF0975,Kapelebyong HC IV,HC IV,Government,TESO,33.77463,2.27848,22.617,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,62411,192,5,0.06439,0.498163
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0012,Buyinja  HC IV,collocated_candidate_nbs,0,1,HF1547,HC IV,NAMAYINGO,33.87629,0.3358,HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,22.663,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,297299,556,5,0.09492,0.359669
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0066,Buyinja  HC IV,existing_nbs,1,0,HF1547,HC IV,NAMAYINGO,33.87629,0.3358,HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,22.663,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,297299,556,5,0.09492,0.359669
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0125,Mpigi   HC IV,existing_nbs,1,0,HF0583,HC IV,MPIGI,32.32213,0.22554,HF0052,Gombe HOSPITAL,General Hospital,Government,SOUTH BUGANDA,32.114144,0.184416,23.588,within_25_km,partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,143579,100,4,0.064401,0.119993
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0087,Kasese Municipal Council HC III,existing_nbs,1,0,HF2918,HC III,KASESE,30.07775636,0.17869448,HF2891,Kagando HOSPITAL,General Hospital,Private Not For Profit,TORO,29.89819,0.06332,23.737,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,328735,387,22,0.039545,0.111526
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0105,Kiyunga HC IV,existing_nbs,1,0,HF1475,HC IV,LUUKA,33.33111,0.76647,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,23.793,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
