hub_id,facility_id,hub_source_row_id,hub_name,hub_name_clean,hub_level,ownership,subregion,longitude,latitude,coordinate_valid,coordinate_source,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,eligible_primary_hub,eligible_strong_hub,eligible_full_hub,eligible_treatment_any_hub,eligible_transfusion_ready_hub,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean,master_name,master_name_clean,master_type,master_ownership,master_authority,master_status,master_region,master_district,master_county,master_subcounty,master_name_match_flag,no,facility_name,facility_type,cl,hu,nbs,tr,co_risk_product,hbs_minmax,pfpr_minmax,co_risk_additive_standardised,master_longitude,master_latitude,master_coordinate_valid
HF0402,HF0402,34,Bishop Asili Ceaser HC IV,BISHOP ASILI CEASER HC IV,HC IV,Private Not For Profit,NORTH BUGANDA,32.66096,0.663464,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,69531,0,0,0.088171,0.216241,Bishop Asili Ceaser HC IV,BISHOP ASILI CEASER HC IV,HC IV,Private Not For Profit,UCMB,Functional,NA,LUWERO,BAMUNANIKA,ZIROBWE,exact_clean_name_match,34,Bishop Asili Ceaser HC IV,HC IV,0,0,0,0,0.01906619,0.8376787,0.37545525,0.60656698,32.66096,0.663464,TRUE
HF0411,HF0411,35,Nyimbwa HC IV,NYIMBWA HC IV,HC IV,Government,NORTH BUGANDA,32.487199,0.877101,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,166414,0,0,0.084188,0.21601,Nyimbwa HC IV,NYIMBWA HC IV,HC IV,Government,MOH,Functional,NA,LUWERO,KATIKAMU,LUWERO,exact_clean_name_match,35,Nyimbwa HC IV,HC IV,0,0,0,0,0.01818545,0.78724374,0.37494351,0.58109362,32.487199,0.877101,TRUE
HF0429,HF0429,36,Kiwangala HC IV,KIWANGALA HC IV,HC IV,Government,SOUTH BUGANDA,31.51589,-0.47508,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,118581,0,0,0.054919,0.13857,Kiwangala HC IV,KIWANGALA HC IV,HC IV,Government,MOH,Functional,NA,LWENGO,BUKOTO,KISEKKA,exact_clean_name_match,36,Kiwangala HC IV,HC IV,1,1,0,0,0.00761013,0.4166234,0.20338987,0.31000663,31.51589,-0.47508,TRUE
HF0438,HF0438,37,Kyazanga HC IV,KYAZANGA HC IV,HC IV,Government,SOUTH BUGANDA,31.31989,-0.38311,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,175942,0,0,0.048191,0.13652,Kyazanga HC IV,KYAZANGA HC IV,HC IV,Government,MOH,Functional,NA,LWENGO,BUKOTO,KYAZANGA TOWN COUNCIL,exact_clean_name_match,37,Kyazanga HC IV,HC IV,0,0,0,0,0.00657904,0.33142973,0.19884848,0.2651391,31.31989,-0.38311,TRUE
HF0446,HF0446,38,Lwengo HC IV,LWENGO HC IV,HC IV,Government,SOUTH BUGANDA,31.44103,-0.43718,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,142999,0,0,0.051725,0.141132,Lwengo HC IV,LWENGO HC IV,HC IV,Government,MOH,Functional,NA,LWENGO,BUKOTO,LWENGO,exact_clean_name_match,38,Lwengo HC IV,HC IV,1,0,0,0,0.00730005,0.3761792,0.20906549,0.29262235,31.44103,-0.43718,TRUE
HF0465,HF0465,39,Lyantonde HOSPITAL,LYANTONDE HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.15287,-0.39364,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,130642,65,0,0.042619,0.127183,Lyantonde HOSPITAL,LYANTONDE HOSPITAL,General Hospital,Government,MOH,Functional,NA,LYANTONDE,KABULA,LYANTONDE TOWN COUNCIL,exact_clean_name_match,39,Lyantonde HOSPITAL,General Hospital,1,1,1,1,0.00542041,0.26087397,0.17816413,0.21951905,31.15287,-0.39364,TRUE
HF0494,HF0494,40,Masaka REGIONAL REF HOSPITAL,MASAKA REGIONAL REF HOSPITAL,RR Hospital,Government,SOUTH BUGANDA,31.7344,-0.3294,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,159156,2603,32,0.058916,0.12859400000000001,Masaka REGIONAL REF HOSPITAL,MASAKA REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,NA,MASAKA,MASAKA MUNICIPALITY,KIMAANYA-KYABAKUZA DIVISION,exact_clean_name_match,40,Masaka REGIONAL REF HOSPITAL,RR Hospital,0,0,0,1,0.00757624,0.46723564,0.18128993,0.32426278,31.7344,-0.3294,TRUE
HF0499,HF0499,41,Kyannamukaaka HC IV,KYANNAMUKAAKA HC IV,HC IV,Government,SOUTH BUGANDA,31.71043,-0.50911,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,73642,0,0,0.059743,0.127053,Kyannamukaaka HC IV,KYANNAMUKAAKA HC IV,HC IV,Government,MOH,Functional,NA,MASAKA,BUKOTO,KYANAMUKAAKA,exact_clean_name_match,41,Kyannamukaaka HC IV,HC IV,0,0,0,1,0.00759053,0.47770757,0.17787614,0.32779186,31.71043,-0.50911,TRUE
HF0505,HF0505,42,Kiyumba HC IV,KIYUMBA HC IV,HC IV,Government,SOUTH BUGANDA,31.81864,-0.33847,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,53833,0,0,0.061804,0.119694,Kiyumba HC IV,KIYUMBA HC IV,HC IV,Government,MOH,Functional,NA,MASAKA,BUKOTO,MUKUNGWE,exact_clean_name_match,42,Kiyumba HC IV,HC IV,0,0,0,0,0.00739757,0.5038051,0.16157367,0.33268939,31.81864,-0.33847,TRUE
HF0506,HF0506,43,St. Joseph Kitovu HOSPITAL,SAINT JOSEPH KITOVU HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.75956,-0.34402,TRUE,facilities_master_by_facility_id,1,1,0,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,86572,434,1,0.061262,0.122943,St. Joseph Kitovu HOSPITAL,SAINT JOSEPH KITOVU HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,MASAKA,MASAKA MUNICIPALITY,NYENDO-SSENYANGE DIVISION,exact_clean_name_match,43,St. Joseph Kitovu HOSPITAL,General Hospital,1,1,0,1,0.00753173,0.49694199,0.16877121,0.3328566,31.75956,-0.34402,TRUE
HF0537,HF0537,44,Mwera HC IV,MWERA HC IV,HC IV,Government,NORTH BUGANDA,32.12009,0.31608,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,61345,0,0,0.066734,0.130469,Mwera HC IV,MWERA HC IV,HC IV,Government,MOH,Functional,NA,MITYANA,BUSUJJU,KAKINDU,exact_clean_name_match,44,Mwera HC IV,HC IV,0,0,0,0,0.00870672,0.5662315,0.18544364,0.37583757,32.12009,0.31608,TRUE
HF0540,HF0540,45,Kyantungo HC IV,KYANTUNGO HC IV,HC IV,Government,NORTH BUGANDA,32.02506,0.585167,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,79995,0,0,0.06594,0.148505,Kyantungo HC IV,KYANTUNGO HC IV,HC IV,Government,MOH,NA,NA,MITYANA,MITYANA,KALANGAALO,exact_clean_name_match,45,Kyantungo HC IV,HC IV,0,0,0,0,0.00979242,0.55617743,0.22539898,0.3907882,32.02506,0.585167,TRUE
HF0550,HF0550,46,Mityana HOSPITAL,MITYANA HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.04131,0.3978,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,129409,226,7,0.065065,0.133276,Mityana HOSPITAL,MITYANA HOSPITAL,General Hospital,Government,MOH,Functional,NA,MITYANA,MITYANA MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,46,Mityana HOSPITAL,General Hospital,0,0,1,1,0.0086716,0.54509769,0.19166201,0.36837985,32.04131,0.3978,TRUE
HF0560,HF0560,47,Ssekanyonyi HC IV,SSEKANYONYI HC IV,HC IV,Government,NORTH BUGANDA,32.14177,0.50056,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,53235,0,0,0.06732,0.140485,Ssekanyonyi HC IV,SSEKANYONYI HC IV,HC IV,Government,MOH,Functional,NA,MITYANA,MITYANA,SSEKANYONYI,exact_clean_name_match,47,Ssekanyonyi HC IV,HC IV,0,0,0,0,0.00945745,0.57365175,0.20763219,0.39064197,32.14177,0.50056,TRUE
HF0583,HF0583,48,Mpigi HC IV,MPIGI HC IV,HC IV,Government,SOUTH BUGANDA,32.32213,0.22554,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,267404,0,0,0.069,0.113115,Mpigi HC IV,MPIGI HC IV,HC IV,Government,MOH,Functional,NA,MPIGI,MAWOKOTA,MPIGI TOWN COUNCIL,exact_clean_name_match,48,Mpigi   HC IV,HC IV,0,0,0,0,0.00780493,0.59492485,0.14699914,0.37096199,32.32213,0.22554,TRUE
HF0588,HF0588,49,Nkozi HOSPITAL,NKOZI HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,32.01653,0.00257,TRUE,facilities_master_by_facility_id,1,0,0,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,123986,157,4,0.063006,0.115439,Nkozi HOSPITAL,NKOZI HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,MPIGI,MAWOKOTA,NKOZI,exact_clean_name_match,49,Nkozi HOSPITAL,General Hospital,1,0,0,1,0.00727335,0.51902549,0.15214752,0.3355865,32.01653,0.00257,TRUE
HF0608,HF0608,50,Kassanda HC IV,KASSANDA HC IV,HC IV,Government,NORTH BUGANDA,31.8214,0.5515,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,193413,0,0,0.062204,0.15349,Kassanda HC IV,KASSANDA HC IV,HC IV,Government,MOH,Functional,NA,MUBENDE,KASSANDA,KASSANDA,exact_clean_name_match,50,Kassanda HC IV,HC IV,0,0,0,0,0.00954769,0.50887012,0.2364423,0.37265621,31.8214,0.5515,TRUE
HF0615,HF0615,51,Kiganda HC IV,KIGANDA HC IV,HC IV,Government,NORTH BUGANDA,31.68427,0.44964,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,183110,0,0,0.05969,0.169031,Kiganda HC IV,KIGANDA HC IV,HC IV,Government,MOH,Functional,NA,MUBENDE,KASSANDA,KIGANDA,exact_clean_name_match,51,Kiganda HC IV,HC IV,1,0,0,0,0.01008946,0.47703646,0.27087044,0.37395345,31.68427,0.44964,TRUE
HF0650,HF0650,52,Mubende RR HOSPITAL,MUBENDE RR HOSPITAL,RR Hospital,Government,NORTH BUGANDA,31.39248,0.56742,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,250907,0,0,0.053702,0.191425,Mubende RR HOSPITAL,MUBENDE RR HOSPITAL,RR Hospital,Government,MOH,Functional,NA,MUBENDE,MUBENDE MUNICIPALITY,EASTERN DIVISION,exact_clean_name_match,52,Mubende RR HOSPITAL,RR Hospital,1,0,1,1,0.01027991,0.40121307,0.3204801,0.36084658,31.39248,0.56742,TRUE
HF0678,HF0678,53,Mukono T.C. HC IV,MUKONO T C HC IV,HC IV,Government,KAMPALA,32.74702,0.36091,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,261527,0,0,0.082236,0.142441,Mukono T.C. HC IV,MUKONO T C HC IV,HC IV,Government,MOH,Functional,NA,MUKONO,MUKONO MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,53,Mukono  T.C. HC IV,HC IV,0,0,0,0,0.01171378,0.76252643,0.21196533,0.48724588,32.74702,0.36091,TRUE
HF0680,HF0680,54,St. Francis HOSPITAL Naggalama,SAINT FRANCIS HOSPITAL NAGGALAMA,General Hospital,Private Not For Profit,KAMPALA,32.78198,0.52425,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,249722,2021,5,0.085646,0.203078,St. Francis HOSPITAL Naggalama,SAINT FRANCIS HOSPITAL NAGGALAMA,General Hospital,Private Not For Profit,UCMB,Functional,NA,MUKONO,NAKIFUMA,NABBAALE,exact_clean_name_match,54,St. Francis HOSPITAL Naggalama,General Hospital,0,0,0,1,0.01739282,0.80570575,0.34629511,0.57600043,32.78198,0.52425,TRUE
HF0698,HF0698,55,Kojja HC IV,KOJJA HC IV,HC IV,Government,KAMPALA,32.79638,0.20796,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,79842,0,0,0.083817,0.145438,Kojja HC IV,KOJJA HC IV,HC IV,Government,MOH,Functional,NA,MUKONO,MUKONO,NTENJERU,exact_clean_name_match,55,Kojja HC IV,HC IV,0,0,0,0,0.01219018,0.78254593,0.21860462,0.50057527,32.79638,0.20796,TRUE
HF0715,HF0715,56,Kiwoko HOSPITAL,KIWOKO HOSPITAL,General Hospital,Private Not For Profit,NORTH BUGANDA,32.36132,0.84015,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,51687,711,12,0.076514,0.18866,Kiwoko HOSPITAL,KIWOKO HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,NAKASEKE,NAKASEKE,KIWOKO TOWN COUNCIL,exact_clean_name_match,56,Kiwoko HOSPITAL,General Hospital,1,0,1,1,0.01443513,0.69007129,0.31435477,0.50221303,32.36132,0.84015,TRUE
HF0718,HF0718,57,Nakaseke HOSPITAL,NAKASEKE HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.39886,0.71746,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,70751,173,6,0.076875,0.183391,Nakaseke HOSPITAL,NAKASEKE HOSPITAL,General Hospital,Government,MOH,Functional,NA,NAKASEKE,NAKASEKE,NAKASEKE TOWN COUNCIL,exact_clean_name_match,57,Nakaseke HOSPITAL,General Hospital,1,1,1,1,0.01409818,0.69464247,0.3026823,0.49866239,32.39886,0.71746,TRUE
HF0720,HF0720,58,Ngoma HC IV,NGOMA HC IV,HC IV,Government,NORTH BUGANDA,32.1744,1.17613,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,4217,0,0,0.077733,0.197114,Ngoma HC IV,NGOMA HC IV,HC IV,Government,MOH,Functional,NA,NAKASEKE,NAKASEKE,KINYOGOGA,exact_clean_name_match,58,Ngoma HC IV,HC IV,1,1,0,0,0.01532226,0.70550695,0.333083,0.51929497,32.1744,1.17613,TRUE
HF0724,HF0724,59,Semuto HC IV,SEMUTO HC IV,HC IV,Government,NORTH BUGANDA,32.32708,0.62263,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,115960,0,0,0.072982,0.154635,Semuto HC IV,SEMUTO HC IV,HC IV,Government,MOH,Functional,NA,NAKASEKE,NAKASEKE,SEMUTO TOWN COUNCIL,exact_clean_name_match,59,Semuto HC IV,HC IV,0,0,0,0,0.01128557,0.64534714,0.23897883,0.44216299,32.32708,0.62263,TRUE
HF0732,HF0732,60,St. Franciscan HC IV,SAINT FRANCISCAN HC IV,HC IV,Private Not For Profit,NORTH BUGANDA,32.46718,1.06564,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,23060,0,0,0.084879,0.220551,St. Franciscan HC IV,SAINT FRANCISCAN HC IV,HC IV,Private Not For Profit,Local Government,Functional,NA,NAKASONGOLA,BURULI,KAKOOGE TOWN COUNCIL,exact_clean_name_match,60,St. Franciscan HC IV,HC IV,0,0,0,0,0.01872015,0.79599357,0.38500323,0.5904984,32.46718,1.06564,TRUE
HF0741,HF0741,61,Nakasongola Military HOSPITAL,NAKASONGOLA MILITARY HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.49771,1.39135,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,7978,13,0,0.087095,0.256001,Nakasongola Military HOSPITAL,NAKASONGOLA MILITARY HOSPITAL,General Hospital,Government,Army,Functional,NA,NAKASONGOLA,BURULI,LWAMPANGA,exact_clean_name_match,61,Nakasongola Military HOSPITAL,General Hospital,0,0,0,1,0.02229641,0.82405379,0.46353599,0.64379489,32.49771,1.39135,TRUE
HF0752,HF0752,62,Nakasongola HC IV,NAKASONGOLA HC IV,HC IV,Government,NORTH BUGANDA,32.466485,1.324991,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,39471,304,2,0.086272,0.237672,Nakasongola HC IV,NAKASONGOLA HC IV,HC IV,Government,MOH,Functional,NA,NAKASONGOLA,BURULI,NAKASONGOLA TOWN COUNCIL,exact_clean_name_match,62,Nakasongola HC IV,HC IV,0,0,1,1,0.02050444,0.81363251,0.42293156,0.61828204,32.466485,1.324991,TRUE
HF0773,HF0773,63,Kakuuto HC IV,KAKUUTO HC IV,HC IV,Government,SOUTH BUGANDA,31.48059,-0.85906,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,257871,0,0,0.048866,0.122651,Kakuuto HC IV,KAKUUTO HC IV,HC IV,Government,MOH,Functional,NA,RAKAI,KAKUUTO,KAKUUTO,exact_clean_name_match,63,Kakuuto HC IV,HC IV,0,0,0,0,0.00599346,0.33997695,0.16812434,0.25405065,31.48059,-0.85906,TRUE
HF0777,HF0777,64,Kalisizo HOSPITAL,KALISIZO HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.62277,-0.53569,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,176754,149,5,0.057151,0.133475,Kalisizo HOSPITAL,KALISIZO HOSPITAL,General Hospital,Government,MOH,Functional,NA,RAKAI,KYOTERA,KALISIZO TOWN COUNCIL,exact_clean_name_match,64,Kalisizo HOSPITAL,General Hospital,1,1,1,1,0.00762823,0.44488623,0.19210286,0.31849454,31.62277,-0.53569,TRUE
HF0854,HF0854,65,Bamu HOSPITAL,BAMU HOSPITAL,General Hospital,Private For Profit,SOUTH BUGANDA,31.49315,-0.24348,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,96347,86,3,0.053901,0.149795,Bamu HOSPITAL,BAMU HOSPITAL,General Hospital,Private For Profit,Local Government,Functional,NA,SSEMBABULE,MAWOGOLA,MATEETE TOWN COUNCIL,exact_clean_name_match,65,Bamu  HOSPITAL,General Hospital,0,0,1,1,0.0080741,0.40373292,0.22825673,0.31599482,31.49315,-0.24348,TRUE
HF0859,HF0859,66,Ntuusi HC IV,NTUUSI HC IV,HC IV,Government,SOUTH BUGANDA,31.214605,0.054474,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,30912,0,0,0.04622,0.188201,Ntuusi HC IV,NTUUSI HC IV,HC IV,Government,MOH,Functional,NA,SSEMBABULE,LWEMIYAGA,NTUUSI,exact_clean_name_match,66,Ntuusi HC IV,HC IV,0,0,0,0,0.00869865,0.30647183,0.31333794,0.30990489,31.214605,0.054474,TRUE
HF0860,HF0860,67,Ssembabule HC IV,SSEMBABULE HC IV,HC IV,Government,SOUTH BUGANDA,31.461373,-0.088239,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,113368,0,0,0.051831,0.166967,Ssembabule HC IV,SSEMBABULE HC IV,HC IV,Government,MOH,Functional,NA,SSEMBABULE,MAWOGOLA,SSEMBABULE TOWN COUNCIL,exact_clean_name_match,67,Ssembabule HC IV,HC IV,1,0,0,0,0.00865407,0.37752143,0.26629804,0.32190973,31.461373,-0.088239,TRUE
HF0873,HF0873,68,Buwambo HC IV,BUWAMBO HC IV,HC IV,Government,KAMPALA,32.54581,0.50131,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,171754,0,0,0.076843,0.134294,Buwambo HC IV,BUWAMBO HC IV,HC IV,Government,Local Government,Functional,NA,WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,exact_clean_name_match,68,Buwambo HC IV,HC IV,0,0,0,0,0.01031955,0.69423727,0.1939172,0.44407724,32.54581,0.50131,TRUE
HF0883,HF0883,69,Luwunga Barracks HC IV,LUWUNGA BARRACKS HC IV,HC IV,NA,KAMPALA,32.40523,0.40431,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,242339,9,0,0.07264,0.122326,Luwunga Barracks HC IV,LUWUNGA BARRACKS HC IV,HC IV,NA,Army,NA,NA,WAKISO,BUSIRO,KAKIRI,exact_clean_name_match,69,Luwunga Barracks HC IV,HC IV,0,0,0,0,0.00888576,0.64101655,0.16740437,0.40421046,32.40523,0.40431,TRUE
HF0887,HF0887,70,Kisubi HOSPITAL,KISUBI HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.5369,0.1218,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,538746,149,2,0.072467,0.11442,Kisubi HOSPITAL,KISUBI HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,WAKISO,BUSIRO,KATABI TOWN COUNCIL,exact_clean_name_match,70,Kisubi HOSPITAL,General Hospital,1,0,1,1,0.00829167,0.63882593,0.14989012,0.39435803,32.5369,0.1218,TRUE
HF0889,HF0889,71,Uganda Martyrs HOSPITAL,UGANDA MARTYRS HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.653,0.37667,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,426954,2,0,0.082763,0.121406,Uganda Martyrs HOSPITAL,UGANDA MARTYRS HOSPITAL,General Hospital,Private Not For Profit,Local Government,Functional,NA,WAKISO,KIRA MUNICIPALITY,NAMUGONGO DIVISION,exact_clean_name_match,71,Uganda Martyrs HOSPITAL,General Hospital,0,0,0,1,0.01004792,0.7691996,0.16536628,0.46728294,32.653,0.37667,TRUE
HF0919,HF0919,72,Namayumba HC IV,NAMAYUMBA HC IV,HC IV,Government,KAMPALA,32.26561,0.52163,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,173431,0,0,0.070779,0.134343,Namayumba HC IV,NAMAYUMBA HC IV,HC IV,Government,MOH,Functional,NA,WAKISO,BUSIRO,NAMAYUMBA TOWN COUNCIL,exact_clean_name_match,72,Namayumba HC IV,HC IV,0,0,0,0,0.00950866,0.61745153,0.19402575,0.40573864,32.26561,0.52163,TRUE
HF0921,HF0921,73,Saidina Abubakar Islamic HOSPITAL,SAIDINA ABUBAKAR ISLAMIC HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.53495,0.43534,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,271032,14,0,0.07639,0.120378,Saidina Abubakar Islamic HOSPITAL,SAIDINA ABUBAKAR ISLAMIC HOSPITAL,General Hospital,Private Not For Profit,UMMB,Functional,NA,WAKISO,KYADONDO,KASANGATI TOWN COUNCIL,exact_clean_name_match,73,Saidina Abubakar Islamic HOSPITAL,General Hospital,0,0,0,1,0.00919568,0.68850113,0.16308894,0.42579503,32.53495,0.43534,TRUE
HF0926,HF0926,74,Kasangati HC IV,KASANGATI HC IV,HC IV,Government,KAMPALA,32.60107,0.43513,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,386003,0,0,0.08082,0.138618,Kasangati HC IV,KASANGATI HC IV,HC IV,Government,MOH,Functional,NA,WAKISO,KYADONDO,KASANGATI TOWN COUNCIL,exact_clean_name_match,74,Kasangati HC IV,HC IV,0,0,0,0,0.01120311,0.74459625,0.2034962,0.47404622,32.60107,0.43513,TRUE
HF0940,HF0940,75,Mildmay Uganda HOSPITAL,MILDMAY UGANDA HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,32.548866,0.229957,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,492592,31,0,0.073152,0.107289,Mildmay Uganda HOSPITAL,MILDMAY UGANDA HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,WAKISO,MAKINDYE SSABAGABO MUNICIPALITY,NDEJJE DIVISION,exact_clean_name_match,75,Mildmay Uganda HOSPITAL,General Hospital,0,0,0,0,0.0078484,0.64749978,0.13409274,0.39079626,32.548866,0.229957,TRUE
HF0948,HF0948,76,Ndejje HC IV,NDEJJE HC IV,HC IV,Government,KAMPALA,32.5789,0.24284,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,65353,0,0,0.077174,0.095295,Ndejje HC IV,NDEJJE HC IV,HC IV,Government,MOH,Functional,NA,WAKISO,MAKINDYE SSABAGABO MUNICIPALITY,NDEJJE DIVISION,exact_clean_name_match,76,Ndejje HC IV,HC IV,0,0,0,0,0.0073543,0.69842858,0.10752231,0.40297544,32.5789,0.24284,TRUE
HF0957,HF0957,77,Wakiso HC IV,WAKISO HC IV,HC IV,Government,KAMPALA,32.4774,0.39639,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,166302,0,0,0.074874,0.116598,Wakiso HC IV,WAKISO HC IV,HC IV,Government,MOH,Functional,NA,WAKISO,BUSIRO,WAKISO TOWN COUNCIL,exact_clean_name_match,77,Wakiso HC IV,HC IV,0,0,0,0,0.00873016,0.6693047,0.15471507,0.41200989,32.4774,0.39639,TRUE
