hub_id,facility_id,hub_source_row_id,hub_name,hub_name_clean,hub_level,ownership,subregion,longitude,latitude,coordinate_valid,coordinate_source,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,eligible_primary_hub,eligible_strong_hub,eligible_full_hub,eligible_treatment_any_hub,eligible_transfusion_ready_hub,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean,master_name,master_name_clean,master_type,master_ownership,master_authority,master_status,master_region,master_district,master_county,master_subcounty,master_name_match_flag,no,facility_name,facility_type,cl,hu,nbs,tr,co_risk_product,hbs_minmax,pfpr_minmax,co_risk_additive_standardised,master_longitude,master_latitude,master_coordinate_valid
HF1583,HF1583,124,Nsinze HC IV,NSINZE HC IV,HC IV,Government,BUSOGA,33.60926,0.81833,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,275880,0,0,0.094906,0.268989,Nsinze HC IV,NSINZE HC IV,HC IV,Government,MOH,Functional,NA,NAMUTUMBA,BUSIKI,NSINZE,exact_clean_name_match,124,Nsinze HC IV,HC IV,1,0,0,0,0.02552867,0.92296101,0.49230844,0.70763473,33.60926,0.81833,TRUE
HF1591,HF1591,125,Ngora Ngo HOSPITAL,NGORA NGO HOSPITAL,General Hospital,Private Not For Profit,TESO,33.7934,1.47733,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,100774,307,3,0.088829,0.367768,Ngora Ngo HOSPITAL,NGORA NGO HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,NGORA,NGORA,NGORA TOWN COUNCIL,exact_clean_name_match,125,Ngora Ngo HOSPITAL,General Hospital,0,0,0,1,0.03266846,0.84601066,0.71113459,0.77857263,33.7934,1.47733,TRUE
HF1595,HF1595,126,Ngora Gvt HC IV,NGORA GVT HC IV,HC IV,Government,TESO,33.80532,1.49346,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,51233,0,0,0.086268,0.379005,Ngora Gvt HC IV,NGORA GVT HC IV,HC IV,Government,MOH,Functional,NA,NGORA,NGORA,NGORA,exact_clean_name_match,126,Ngora Gvt HC IV,HC IV,0,0,0,0,0.032696,0.81358186,0.73602804,0.77480495,33.80532,1.49346,TRUE
HF1600,HF1600,127,Butebo HC IV,BUTEBO HC IV,HC IV,Government,BUKEDI,33.918499,1.201598,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,256457,0,0,0.089097,0.276807,Butebo HC IV,BUTEBO HC IV,HC IV,Government,MOH,Functional,NA,PALLISA,BUTEBO,BUTEBO,exact_clean_name_match,127,Butebo HC IV,HC IV,1,0,0,0,0.02466267,0.84940423,0.50962774,0.67951598,33.918499,1.201598,TRUE
HF1609,HF1609,128,Kanginima HOSPITAL,KANGINIMA HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,69718,1041,3,0.0819,0.270154,Kanginima HOSPITAL,KANGINIMA HOSPITAL,General Hospital,Government,NA,Functional,NA,PALLISA,BUTEBO,KANGINIMA,exact_clean_name_match,128,Kanginima HOSPITAL,General Hospital,1,1,1,1,0.02212561,0.75827181,0.49488928,0.62658054,33.99635,1.19585,TRUE
HF1617,HF1617,129,Pallisa HOSPITAL,PALLISA HOSPITAL,General Hospital,Government,BUKEDI,33.711171,1.178446,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,319861,579,11,0.094309,0.269926,Pallisa HOSPITAL,PALLISA HOSPITAL,General Hospital,Government,MOH,Functional,NA,PALLISA,PALLISA,PALLISA TOWN COUNCIL,exact_clean_name_match,129,Pallisa HOSPITAL,General Hospital,0,0,0,1,0.02545645,0.91540147,0.49438419,0.70489283,33.711171,1.178446,TRUE
HF1629,HF1629,130,Apapai HC IV,APAPAI HC IV,HC IV,Government,TESO,33.29067,1.52954,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,51802,0,0,0.086175,0.284918,Apapai HC IV,APAPAI HC IV,HC IV,Government,MOH,Functional,NA,SERERE,KASILO,BUGONDO,exact_clean_name_match,130,Apapai HC IV,HC IV,0,0,0,0,0.02455281,0.81240424,0.52759612,0.67000018,33.29067,1.52954,TRUE
HF1643,HF1643,131,Serere HC IV,SERERE HC IV,HC IV,Government,TESO,33.45971,1.52179,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,269660,0,0,0.089136,0.315287,Serere HC IV,SERERE HC IV,HC IV,Government,MOH,Functional,NA,SERERE,SERERE,SERERE TOWN COUNCIL,exact_clean_name_match,131,Serere HC IV,HC IV,1,1,0,0,0.02810342,0.84989807,0.59487289,0.72238548,33.45971,1.52179,TRUE
HF1647,HF1647,132,Budadiri HC IV,BUDADIRI HC IV,HC IV,Government,BUGISU,34.32841,1.17328,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,200652,0,0,0.059068,0.191872,Budadiri HC IV,BUDADIRI HC IV,HC IV,Government,MOH,Functional,NA,SIRONKO,BUDADIRI,BUDADIRI TOWN COUNCIL,exact_clean_name_match,132,Budadiri HC IV,HC IV,1,0,0,0,0.0113335,0.46916035,0.32147035,0.39531535,34.32841,1.17328,TRUE
HF1667,HF1667,133,Buwasa HC IV,BUWASA HC IV,HC IV,Government,BUGISU,34.27368,1.14055,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,144065,0,0,0.066159,0.220655,Buwasa HC IV,BUWASA HC IV,HC IV,Government,MOH,Functional,NA,SIRONKO,BUDADIRI,BUWASA,exact_clean_name_match,133,Buwasa HC IV,HC IV,0,0,0,0,0.01459831,0.55895053,0.38523363,0.47209208,34.27368,1.14055,TRUE
HF1688,HF1688,134,ATIRIR HC IV,ATIRIR HC IV,HC IV,Government,TESO,33.45841,1.90514,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,52329,0,0,0.077902,0.337641,ATIRIR HC IV,ATIRIR HC IV,HC IV,Government,MOH,Functional,NA,SOROTI,SOROTI,KATINE,exact_clean_name_match,134,ATIRIR HC IV,HC IV,0,0,0,0,0.02630291,0.70764692,0.64439394,0.67602043,33.45841,1.90514,TRUE
HF1697,HF1697,135,Princes Diana HC IV,PRINCES DIANA HC IV,HC IV,Government,TESO,33.62114,1.74807,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,89809,67,0,0.080813,0.379056,Princes Diana HC IV,PRINCES DIANA HC IV,HC IV,Government,MOH,Functional,NA,SOROTI,SOROTI MUNICIPALITY,EASTERN DIVISION,exact_clean_name_match,135,Princes Diana HC IV,HC IV,0,0,0,1,0.03063265,0.74450762,0.73614102,0.74032432,33.62114,1.74807,TRUE
HF1698,HF1698,136,Soroti REGIONAL REF HOSPITAL,SOROTI REGIONAL REF HOSPITAL,RR Hospital,Government,TESO,33.61395,1.71849,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,245592,1167,61,0.081875,0.359608,Soroti REGIONAL REF HOSPITAL,SOROTI REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,NA,SOROTI,SOROTI MUNICIPALITY,EASTERN DIVISION,exact_clean_name_match,136,Soroti REGIONAL REF HOSPITAL,RR Hospital,0,0,0,1,0.0294429,0.75795525,0.69305766,0.72550645,33.61395,1.71849,TRUE
HF1722,HF1722,137,Mukuju HC IV,MUKUJU HC IV,HC IV,Government,BUKEDI,34.190183,0.747797,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,135857,0,0,0.087039,0.207599,Mukuju HC IV,MUKUJU HC IV,HC IV,Government,MOH,Functional,NA,TORORO,TORORO,MUKUJU,exact_clean_name_match,137,Mukuju HC IV,HC IV,0,0,0,0,0.01806921,0.82334469,0.35631053,0.58982761,34.190183,0.747797,TRUE
HF1726,HF1726,138,Mulanda HC IV,MULANDA HC IV,HC IV,Government,BUKEDI,33.95195,0.65516,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,42992,0,0,0.09291,0.222301,Mulanda HC IV,MULANDA HC IV,HC IV,Government,MOH,Functional,NA,TORORO,WEST BUDAMA,MULANDA,exact_clean_name_match,138,Mulanda HC IV,HC IV,0,0,0,0,0.02065399,0.89768655,0.38888003,0.64328329,33.95195,0.65516,TRUE
HF1734,HF1734,139,Nagongera HC IV,NAGONGERA HC IV,HC IV,Government,BUKEDI,34.024967,0.772335,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,133014,0,0,0.090703,0.207027,Nagongera HC IV,NAGONGERA HC IV,HC IV,Government,MOH,Functional,NA,TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,exact_clean_name_match,139,Nagongera HC IV,HC IV,0,0,0,0,0.01877797,0.86974029,0.35504338,0.61239183,34.024967,0.772335,TRUE
HF1747,HF1747,140,Rubongi Military HOSPITAL,RUBONGI MILITARY HOSPITAL,General Hospital,Government,BUKEDI,34.037279,0.65806,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,93459,57,2,0.09289,0.249227,Rubongi Military HOSPITAL,RUBONGI MILITARY HOSPITAL,General Hospital,Government,Army,Functional,NA,TORORO,WEST BUDAMA,MULANDA,exact_clean_name_match,140,Rubongi Military HOSPITAL,General Hospital,0,0,0,1,0.0231507,0.8974333,0.44852948,0.67298139,34.037279,0.65806,TRUE
HF1751,HF1751,141,Benedictine Eye HOSPITAL,BENEDICTINE EYE HOSPITAL,General Hospital,Government,BUKEDI,34.19622,0.70331,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,80273,0,0,0.086868,0.19448,Benedictine Eye HOSPITAL,BENEDICTINE EYE HOSPITAL,General Hospital,Government,MOH,Functional,NA,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,exact_clean_name_match,141,Benedictine Eye HOSPITAL,General Hospital,0,0,0,0,0.01689409,0.82117939,0.32724788,0.57421364,34.19622,0.70331,TRUE
HF1752,HF1752,142,Tororo General HOSPITAL,TORORO GENERAL HOSPITAL,General Hospital,Government,BUKEDI,34.187079,0.697967,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,42651,2472,25,0.090214,0.200315,Tororo General HOSPITAL,TORORO GENERAL HOSPITAL,General Hospital,Government,MOH,Functional,NA,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,exact_clean_name_match,142,Tororo General HOSPITAL,General Hospital,1,1,1,2,0.01807122,0.8635483,0.34017421,0.60186125,34.187079,0.697967,TRUE
HF1754,HF1754,143,St. Anthony'S Tororo HOSPITAL,SAINT ANTHONY S TORORO HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.179151,0.686363,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,73373,261,0,0.091539,0.236424,St. Anthony'S Tororo HOSPITAL,SAINT ANTHONY S TORORO HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,exact_clean_name_match,143,St. Anthony'S Tororo HOSPITAL,General Hospital,0,0,0,1,0.02164202,0.88032619,0.42016686,0.65024653,34.179151,0.686363,TRUE
HF1769,HF1769,144,Abim HOSPITAL,ABIM HOSPITAL,General Hospital,Government,KARAMOJA,33.66236,2.67686,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,42977,556,5,0.084148,0.472325,Abim HOSPITAL,ABIM HOSPITAL,General Hospital,Government,MOH,Functional,NA,ABIM,LABWOR,ABIM TOWN COUNCIL,exact_clean_name_match,144,Abim HOSPITAL,General Hospital,0,0,1,1,0.0397452,0.78673724,0.94276081,0.86474903,33.66236,2.67686,TRUE
HF1785,HF1785,145,Adjumani HOSPITAL,ADJUMANI HOSPITAL,General Hospital,Government,WEST NILE,31.791966,3.377464,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,184607,328,11,0.058091,0.224472,Adjumani HOSPITAL,ADJUMANI HOSPITAL,General Hospital,Government,MOH,Functional,NA,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,exact_clean_name_match,145,Adjumani   HOSPITAL,General Hospital,0,0,0,1,0.0130398,0.45678903,0.39368947,0.42523925,31.791966,3.377464,TRUE
HF1805,HF1805,146,Mungula HC IV,MUNGULA HC IV,HC IV,Government,WEST NILE,31.793447,3.192876,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,56104,0,0,0.063848,0.326458,Mungula HC IV,MUNGULA HC IV,HC IV,Government,MOH,Functional,NA,ADJUMANI,EAST MOYO,ITIRIKWA,exact_clean_name_match,146,Mungula HC IV,HC IV,0,0,0,0,0.02084369,0.52968736,0.61962012,0.57465374,31.793447,3.192876,TRUE
HF1831,HF1831,147,Kalongo Ambrosoli Memorial HOSPITAL,KALONGO AMBROSOLI MEMORIAL HOSPITAL,General Hospital,Private Not For Profit,ACHOLI,33.43579,3.02789,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,33544,1408,17,0.078423,0.440943,Kalongo Ambrosoli Memorial HOSPITAL,KALONGO AMBROSOLI MEMORIAL HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,AGAGO,AGAGO,LAPONO,exact_clean_name_match,147,Kalongo Ambrosoli Memorial HOSPITAL,General Hospital,1,1,1,1,0.03458007,0.71424411,0.87323994,0.79374203,33.43579,3.02789,TRUE
HF1856,HF1856,148,Patongo HC III,PATONGO HC III,HC IV,Government,ACHOLI,33.303782,2.778143,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,76697,0,0,0.094714,0.438327,Patongo HC III,PATONGO HC III,HC IV,Government,MOH,Functional,NA,AGAGO,AGAGO,PATONGO TOWN COUNCIL,exact_clean_name_match,148,Patongo HC III,HC IV,0,0,0,0,0.0415157,0.9205298,0.86744468,0.89398724,33.303782,2.778143,TRUE
HF1868,HF1868,149,Alebtong HC IV,ALEBTONG HC IV,HC IV,Government,LANGO,33.23659,2.26365,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,124673,0,0,0.09574,0.364924,Alebtong HC IV,ALEBTONG HC IV,HC IV,Government,MOH,Functional,NA,ALEBTONG,MOROTO,ALEBTONG TOWN COUNCIL,exact_clean_name_match,149,Alebtong HC IV,HC IV,1,1,0,0,0.03493782,0.93352158,0.70483425,0.81917792,33.23659,2.26365,TRUE
HF1882,HF1882,150,Amolatar HC IV,AMOLATAR HC IV,HC IV,Government,LANGO,32.842983,1.640539,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,141470,0,0,0.085375,0.272265,Amolatar HC IV,AMOLATAR HC IV,HC IV,Government,MOH,Functional,NA,AMOLATAR,KIOGA,AMOLATAR TOWN COUNCIL,exact_clean_name_match,150,Amolatar HC IV,HC IV,1,1,0,0,0.02324462,0.80227419,0.4995658,0.65091999,32.842983,1.640539,TRUE
HF1903,HF1903,151,Atiak HC IV,ATIAK HC IV,HC IV,Government,ACHOLI,32.122702,3.262006,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,40186,0,0,0.06964,0.358584,Atiak HC IV,ATIAK HC IV,HC IV,Government,MOH,Functional,NA,AMURU,KILAK,ATTIAK,exact_clean_name_match,151,Atiak HC IV,HC IV,1,0,0,0,0.02497179,0.60302888,0.69078918,0.64690903,32.122702,3.262006,TRUE
HF1927,HF1927,152,Aduku HC IV,ADUKU HC IV,HC IV,Government,LANGO,32.71821,1.99544,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,80505,0,0,0.085012,0.423106,Aduku HC IV,ADUKU HC IV,HC IV,Government,MOH,Functional,NA,APAC,KWANIA,ADUKU TOWN COUNCIL,exact_clean_name_match,152,Aduku HC IV,HC IV,1,0,0,0,0.03596909,0.79767769,0.83372544,0.81570157,32.71821,1.99544,TRUE
HF1934,HF1934,153,Apac HOSPITAL,APAC HOSPITAL,General Hospital,Government,LANGO,32.533801,1.981577,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,116013,737,12,0.087798,0.430962,Apac HOSPITAL,APAC HOSPITAL,General Hospital,Government,MOH,Functional,NA,APAC,APAC MUNICIPALITY,APAC TOWN COUNCIL,exact_clean_name_match,153,Apac HOSPITAL,General Hospital,1,1,1,1,0.0378376,0.83295557,0.85112892,0.84204225,32.533801,1.981577,TRUE
HF1965,HF1965,154,Arua REGIONAL REF HOSPITAL,ARUA REGIONAL REF HOSPITAL,RR Hospital,Government,WEST NILE,30.90576,3.01991,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,271111,802,16,0.053463,0.224256,Arua REGIONAL REF HOSPITAL,ARUA REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,NA,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,exact_clean_name_match,154,Arua REGIONAL REF HOSPITAL,RR Hospital,0,0,0,1,0.0119894,0.39818672,0.39321096,0.39569884,30.90576,3.01991,TRUE
HF1970,HF1970,155,Oriajini HOSPITAL,ORIAJINI HOSPITAL,General Hospital,Private Not For Profit,WEST NILE,30.96805,3.17313,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,275970,556,6,0.050998,0.225342,Oriajini HOSPITAL,ORIAJINI HOSPITAL,General Hospital,Private Not For Profit,UMMB,Functional,NA,MARACHA,MARACHA,KIJOMORO,exact_clean_name_match,155,Oriajini HOSPITAL,General Hospital,0,0,0,1,0.01149199,0.36697352,0.39561679,0.38129515,30.96805,3.17313,TRUE
HF1994,HF1994,156,Omugo HC IV,OMUGO HC IV,HC IV,Government,WEST NILE,31.11511,3.27945,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,269889,0,0,0.051078,0.210315,Omugo HC IV,OMUGO HC IV,HC IV,Government,MOH,Functional,NA,ARUA,TEREGO,OMUGO,exact_clean_name_match,156,Omugo HC IV,HC IV,0,0,0,0,0.01074247,0.36798653,0.36232732,0.36515692,31.11511,3.27945,TRUE
HF1999,HF1999,157,Rhino Camp HC IV,RHINO CAMP HC IV,HC IV,Government,WEST NILE,31.39745,2.9761,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,119694,0,0,0.056183,0.233866,Rhino Camp HC IV,RHINO CAMP HC IV,HC IV,Government,MOH,Functional,NA,ARUA,MADI OKOLLO,RHINO CAMP,exact_clean_name_match,157,Rhino Camp HC IV,HC IV,0,0,0,0,0.01313929,0.43262887,0.41450009,0.42356448,31.39745,2.9761,TRUE
HF2009,HF2009,158,Kuluva HOSPITAL,KULUVA HOSPITAL,General Hospital,Private Not For Profit,WEST NILE,30.93375,2.94981,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,274398,50,0,0.057905,0.267178,Kuluva HOSPITAL,KULUVA HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,ARUA,VURRA,VURRA,exact_clean_name_match,158,Kuluva HOSPITAL,General Hospital,0,0,0,1,0.01547094,0.45443379,0.48829651,0.47136515,30.93375,2.94981,TRUE
HF2019,HF2019,159,Dokolo HC IV,DOKOLO HC IV,HC IV,Government,LANGO,33.17266,1.919833,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,153861,0,0,0.083855,0.287299,Dokolo HC IV,DOKOLO HC IV,HC IV,Government,MOH,Functional,NA,DOKOLO,DOKOLO,DOKOLO TC,exact_clean_name_match,159,Dokolo HC IV,HC IV,1,1,0,0,0.02409146,0.78302711,0.53287078,0.65794895,33.17266,1.919833,TRUE
HF2027,HF2027,160,Awach HC IV,AWACH HC IV,HC IV,Government,ACHOLI,32.40077,2.97058,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,74663,0,0,0.086281,0.418578,Awach HC IV,AWACH HC IV,HC IV,Government,MOH,Functional,NA,GULU,ASWA,AWACH,exact_clean_name_match,160,Awach HC IV,HC IV,1,0,0,0,0.03611533,0.81374647,0.82369452,0.81872049,32.40077,2.97058,TRUE
HF2028,HF2028,161,Gulu Military Hospital,GULU MILITARY HOSPITAL,General Hospital,Government,ACHOLI,32.28098536,2.779666686,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,47199,39,0,0.088956,0.403548,Gulu Military Hospital,GULU MILITARY HOSPITAL,General Hospital,Government,MOH,Functional,NA,GULU,GULU MUNICIPALITY,BAR DEGE DIVISION,exact_clean_name_match,161,Gulu  Military Hospital,General Hospital,0,0,0,2,0.03589802,0.84761881,0.7903984,0.8190086,32.28098536,2.779666686,TRUE
HF2029,HF2029,162,St. Mary's Hospital Lacor,SAINT MARY S HOSPITAL LACOR,General Hospital,Private Not For Profit,ACHOLI,32.25254,2.76599,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,175898,4585,74,0.088237,0.405944,St. Mary's Hospital Lacor,SAINT MARY S HOSPITAL LACOR,General Hospital,Private Not For Profit,UCMB,Functional,NA,GULU,GULU MUNICIPALITY,BAR DEGE DIVISION,exact_clean_name_match,162,St. Mary's Hospital Lacor,General Hospital,0,0,0,1,0.03581928,0.83851443,0.79570629,0.81711036,32.25254,2.76599,TRUE
HF2057,HF2057,163,Lalogi HC IV,LALOGI HC IV,HC IV,Government,ACHOLI,32.56665,2.63611,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,60887,0,0,0.100989,0.438181,Lalogi HC IV,LALOGI HC IV,HC IV,Government,MOH,Functional,NA,OMORO,OMORO,OMORO TOWN COUNCIL,exact_clean_name_match,163,Lalogi HC IV,HC IV,1,0,0,0,0.04425146,0.99998734,0.86712125,0.93355429,32.56665,2.63611,TRUE
HF2067,HF2067,164,Gulu Regional Referal Hospital,GULU REGIONAL REFERAL HOSPITAL,RR Hospital,Government,ACHOLI,32.29853,2.78069,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,214139,2371,11,0.09623,0.423448,Gulu Regional Referal Hospital,GULU REGIONAL REFERAL HOSPITAL,RR Hospital,Government,MOH,Functional,NA,GULU,GULU MUNICIPALITY,LAROO DIVISION,exact_clean_name_match,164,Gulu Regional Referal Hospital,RR Hospital,0,0,0,1,0.0407484,0.93972624,0.83448308,0.88710466,32.29853,2.78069,TRUE
HF2099,HF2099,165,Kaabong HOSPITAL,KAABONG HOSPITAL,General Hospital,Government,KARAMOJA,34.13121,3.51508,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,45080,387,22,0.04234,0.366937,Kaabong HOSPITAL,KAABONG HOSPITAL,General Hospital,Government,MOH,Functional,NA,KAABONG,DODOTH,KAABONG TOWN COUNCIL,exact_clean_name_match,165,Kaabong HOSPITAL,General Hospital,1,0,1,1,0.01553611,0.25734112,0.70929367,0.48331739,34.13121,3.51508,TRUE
HF2108,HF2108,166,Karenga HC IV,KARENGA HC IV,HC IV,Government,KARAMOJA,33.69555,3.56899,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,17189,0,0,0.048256,0.400149,Karenga HC IV,KARENGA HC IV,HC IV,Government,MOH,Functional,NA,KAABONG,DODOTH,NAPORE KARENGA,exact_clean_name_match,166,Karenga HC IV,HC IV,0,0,0,0,0.01930959,0.3322528,0.78286856,0.55756068,33.69555,3.56899,TRUE
HF2124,HF2124,167,Kitgum HOSPITAL,KITGUM HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,150715,629,5,0.080921,0.41065,Kitgum HOSPITAL,KITGUM HOSPITAL,General Hospital,Government,MOH,Functional,NA,KITGUM,KITGUM MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,167,Kitgum HOSPITAL,General Hospital,2,2,1,1,0.03323021,0.74587517,0.80613154,0.77600336,32.88092,3.29792,TRUE
HF2140,HF2140,168,Naam Okora HC IV,NAAM OKORA HC IV,HC IV,Government,ACHOLI,33.33844,3.35185,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,28508,0,0,0.073244,0.423721,Naam Okora HC IV,NAAM OKORA HC IV,HC IV,Government,MOH,Functional,NA,KITGUM,CHUA,NAMOKORA,exact_clean_name_match,168,Naam Okora HC IV,HC IV,0,0,0,0,0.03103502,0.64866473,0.83508786,0.74187629,33.33844,3.35185,TRUE
HF2145,HF2145,169,Koboko Hospital,KOBOKO HOSPITAL,General Hospital,Government,WEST NILE,30.95937,3.40942,TRUE,facilities_master_by_facility_id,1,0,0,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,251072,711,12,0.04834,0.206661,Koboko Hospital,KOBOKO HOSPITAL,General Hospital,Government,Local Government,Functional,NA,KOBOKO,KOBOKO MUNICIPALITY,SOUTHERN DIVISION,exact_clean_name_match,169,Koboko Hospital,General Hospital,1,0,0,1,0.00998999,0.33331645,0.35423257,0.34377451,30.95937,3.40942,TRUE
