scenario,scenario_label,spoke_id,spoke_name,spoke_type,existing_nbs,collocated_candidate_nbs,matched_facility_id,matched_facility_level,matched_district,point_longitude,point_latitude,hub_id,assigned_hub_name,assigned_hub_level,assigned_hub_ownership,assigned_hub_subregion,longitude,latitude,assigned_distance_km,assigned_distance_band,route_feasibility,route_feasibility_group,route_priority_flag,weak_or_long_route,long_route,very_long_route,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,assigned_hub_readiness_group,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean
full_score_4,"Full hubs, service score =4",SPOKE_0044,Anaka HOSPITAL,existing_nbs,1,0,HF2353,General Hospital,NWOYA,31.94798,2.60271,HF2353,Anaka HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,151427,1041,4,0.088435,0.391597
full_score_4,"Full hubs, service score =4",SPOKE_0046,Apac HOSPITAL,existing_nbs,1,0,HF1934,General Hospital,APAC,32.533801,1.981577,HF1934,Apac HOSPITAL,General Hospital,Government,LANGO,32.533801,1.981577,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,116013,737,12,0.087798,0.430962
full_score_4,"Full hubs, service score =4",SPOKE_0053,Bugiri HOSPITAL,existing_nbs,1,0,HF1032,General Hospital,BUGIRI,33.742088,0.575261,HF1032,Bugiri HOSPITAL,General Hospital,Government,BUSOGA,33.742088,0.575261,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,292996,551,9,0.092077,0.270391
full_score_4,"Full hubs, service score =4",SPOKE_0061,Busolwe HOSPITAL,existing_nbs,1,0,HF1125,General Hospital,BUTALEJA,33.928311,0.852506,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0068,Dabani HOSPITAL,existing_nbs,1,0,HF1113,General Hospital,BUSIA,34.051798,0.439779,HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,297299,556,5,0.09492,0.359669
full_score_4,"Full hubs, service score =4",SPOKE_0075,Iganga HOSPITAL,existing_nbs,1,0,HF1166,General Hospital,IGANGA,33.48449,0.61649,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
full_score_4,"Full hubs, service score =4",SPOKE_0080,Kalisizo HOSPITAL,existing_nbs,1,0,HF0777,General Hospital,RAKAI,31.62277,-0.53569,HF0777,Kalisizo HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.62277,-0.53569,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,176754,149,5,0.057151,0.133475
full_score_4,"Full hubs, service score =4",SPOKE_0081,Kalongo Ambrosoli Memorial HOSPITAL,existing_nbs,1,0,HF1831,General Hospital,AGAGO,33.43579,3.02789,HF1831,Kalongo Ambrosoli Memorial HOSPITAL,General Hospital,Private Not For Profit,ACHOLI,33.43579,3.02789,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,33544,1408,17,0.078423,0.440943
full_score_4,"Full hubs, service score =4",SPOKE_0083,Kamuli HOSPITAL,existing_nbs,1,0,HF1312,General Hospital,KAMULI,33.12034,0.95039,HF1312,Kamuli HOSPITAL,General Hospital,Government,BUSOGA,33.12034,0.95039,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,196516,17,0,0.098284,0.362318
full_score_4,"Full hubs, service score =4",SPOKE_0092,Kayunga Hospital,existing_nbs,1,0,HF0304,General Hospital,KAYUNGA,32.90342,0.70353,HF0304,Kayunga Hospital,General Hospital,Government,NORTH BUGANDA,32.90342,0.70353,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,213826,1041,17,0.091807,0.288328
full_score_4,"Full hubs, service score =4",SPOKE_0103,Kitgum HOSPITAL,existing_nbs,1,0,HF2124,General Hospital,KITGUM,32.88092,3.29792,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
full_score_4,"Full hubs, service score =4",SPOKE_0104,Kitgum HOSPITAL,existing_nbs,1,0,HF2124,General Hospital,KITGUM,32.88092,3.29792,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
full_score_4,"Full hubs, service score =4",SPOKE_0117,Lyantonde HOSPITAL,existing_nbs,1,0,HF0465,General Hospital,LYANTONDE,31.15287,-0.39364,HF0465,Lyantonde HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.15287,-0.39364,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,130642,65,0,0.042619,0.127183
full_score_4,"Full hubs, service score =4",SPOKE_0134,Nakaseke HOSPITAL,existing_nbs,1,0,HF0718,General Hospital,NAKASEKE,32.39886,0.71746,HF0718,Nakaseke HOSPITAL,General Hospital,Government,NORTH BUGANDA,32.39886,0.71746,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,70751,173,6,0.076875,0.183391
full_score_4,"Full hubs, service score =4",SPOKE_0167,Tororo General HOSPITAL,existing_nbs,1,0,HF1752,General Hospital,TORORO,34.187079,0.697967,HF1752,Tororo General HOSPITAL,General Hospital,Government,BUKEDI,34.187079,0.697967,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,42651,2472,25,0.090214,0.200315
full_score_4,"Full hubs, service score =4",SPOKE_0168,Villa Maria HOSPITAL,existing_nbs,1,0,HF0093,General Hospital,KALUNGU,31.743304,-0.228127,HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.743304,-0.228127,0,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,54373,369,7,0.060275,0.135269
full_score_4,"Full hubs, service score =4",SPOKE_0152,Rakai Health Sciences Program CLINIC,existing_nbs,1,0,HF0776,Clinic,RAKAI,31.62173,-0.538174,HF0777,Kalisizo HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.62277,-0.53569,0.298,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,176754,149,5,0.057151,0.133475
full_score_4,"Full hubs, service score =4",SPOKE_0084,Kamuli Mission Hospital,existing_nbs,1,0,HF1313,General Hospital,KAMULI,33.12793,0.93169,HF1312,Kamuli HOSPITAL,General Hospital,Government,BUSOGA,33.12034,0.95039,2.233,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,196516,17,0,0.098284,0.362318
full_score_4,"Full hubs, service score =4",SPOKE_0070,Fort Portal Regional Referral Hospital,existing_nbs,1,0,HF2806,RR Hospital,KABAROLE,30.282,0.655,HF2801,Virika HOSPITAL,General Hospital,Private Not For Profit,TORO,30.267931,0.640278,2.261,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,71989,179,15,0.049074,0.162656
full_score_4,"Full hubs, service score =4",SPOKE_0133,Naguru  Hospital  - China Uganda Friendship,existing_nbs,1,0,HF0264,RR Hospital,KAMPALA,32.60657,0.32898,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,2.65,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0165,TASO Mulago CLINIC,existing_nbs,1,0,HF0155,Clinic,KAMPALA,32.57737,0.34298,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,3.092,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0129,Mulago National Hospital- MUJHU Clinic,existing_nbs,1,0,HF0219,Clinic,KAMPALA,32.578218,0.340195,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,3.128,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0128,Mulagi HC III,existing_nbs,1,0,HF1122,HC III,BUTALEJA,33.9079,0.87428,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,3.309,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0102,Kiswa HC III,existing_nbs,1,0,HF0256,HC II,KAMPALA,32.616703,0.323407,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,3.564,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0095,Kibuli HOSPITAL,existing_nbs,1,0,HF0203,General Hospital,KAMPALA,32.595073,0.313056,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,4.484,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0090,Kawempe Home Care Initiative CLINIC,existing_nbs,1,0,HF0160,Clinic,KAMPALA,32.56146,0.36205,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,4.78,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0037,Alive Medical Services HC III,existing_nbs,1,0,HF0209,HC II,KAMPALA,32.61026,0.30972,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,4.816,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0159,St. Francis Nsambya HOSPITAL,existing_nbs,1,0,HF0204,General Hospital,KAMPALA,32.585,0.3017,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,6.003,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0132,Nabweru HC III,existing_nbs,1,0,HF0928,HC III,WAKISO,32.54516,0.35724,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,6.501,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0122,Mengo HOSPITAL,existing_nbs,1,0,HF0282,General Hospital,KAMPALA,32.55999,0.31306,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,6.526,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0062,Butabika NATIONAL REFERAL HOSPITAL,existing_nbs,1,0,HF0263,NR Hospital,KAMPALA,32.6561,0.315,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,7.196,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0113,Lubaga HOSPITAL,existing_nbs,1,0,HF0281,General Hospital,KAMPALA,32.551622,0.30797,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,7.596,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0074,Hope Clinic Lukuli HC II,existing_nbs,1,0,HF0188,Clinic,KAMPALA,32.60038,0.27986,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,8.063,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0063,Butebo HC IV,existing_nbs,1,0,HF1600,HC IV,PALLISA,33.918499,1.201598,HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,8.685,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,69718,1041,3,0.0819,0.270154
full_score_4,"Full hubs, service score =4",SPOKE_0127,Mukongoro HC III,existing_nbs,1,0,HF1426,HC III,KUMI,33.885754,1.325957,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,8.76,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
full_score_4,"Full hubs, service score =4",SPOKE_0119,Makindye Police HC III,existing_nbs,1,0,HF0215,HC III,KAMPALA,32.61758,0.26183,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,10.172,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0050,Baitambogwe HC III,existing_nbs,1,0,HF1496,HC III,MAYUGE,33.40877,0.55601,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,10.755,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
full_score_4,"Full hubs, service score =4",SPOKE_0064,Buwaiswa HC III,existing_nbs,1,0,HF1507,HC III,MAYUGE,33.52111,0.52472,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,10.932,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
full_score_4,"Full hubs, service score =4",SPOKE_0114,Lufuka Valley HC III,existing_nbs,1,0,HF0946,HC III,WAKISO,32.56815,0.26008,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,10.968,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0120,Masaka REGIONAL REF HOSPITAL,existing_nbs,1,0,HF0494,RR Hospital,MASAKA,31.7344,-0.3294,HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.743304,-0.228127,11.24,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,54373,369,7,0.060275,0.135269
full_score_4,"Full hubs, service score =4",SPOKE_0123,Mifumi HC III,existing_nbs,1,0,HF1707,HC III,TORORO,33.932111,0.74852,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,11.503,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0099,Kiruddu,existing_nbs,1,0,HF0216,NR Hospital,KAMPALA,32.61274,0.24828,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,11.593,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
full_score_4,"Full hubs, service score =4",SPOKE_0164,TASO Masaka CLINIC,existing_nbs,1,0,HF0490,Clinic,MASAKA,31.73638,-0.33921,HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.743304,-0.228127,12.305,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,54373,369,7,0.060275,0.135269
full_score_4,"Full hubs, service score =4",SPOKE_0139,Namwendwa HC IV,existing_nbs,1,0,HF1340,HC IV,KAMULI,33.24814,0.92059,HF1312,Kamuli HOSPITAL,General Hospital,Government,BUSOGA,33.12034,0.95039,14.596,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,196516,17,0,0.098284,0.362318
full_score_4,"Full hubs, service score =4",SPOKE_0082,Kamaca HC III,existing_nbs,1,0,HF1411,HC III,KUMI,33.96668,1.32506,HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,14.66,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,69718,1041,3,0.0819,0.270154
full_score_4,"Full hubs, service score =4",SPOKE_0144,Ngora Ngo HOSPITAL,existing_nbs,1,0,HF1591,General Hospital,NGORA,33.7934,1.47733,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,15.085,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
full_score_4,"Full hubs, service score =4",SPOKE_0140,Nankoma HC IV,existing_nbs,1,0,HF1063,HC IV,BUGIRI,33.678343,0.454007,HF1032,Bugiri HOSPITAL,General Hospital,Government,BUSOGA,33.742088,0.575261,15.165,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,292996,551,9,0.092077,0.270391
full_score_4,"Full hubs, service score =4",SPOKE_0057,Bukedea HC IV,existing_nbs,1,0,HF1065,HC IV,BUKEDEA,34.04192,1.33219,HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,15.902,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,69718,1041,3,0.0819,0.270154
full_score_4,"Full hubs, service score =4",SPOKE_0157,Ssunga HC III,existing_nbs,1,0,HF0478,HC III,MASAKA,31.86382,-0.31139,HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,31.743304,-0.228127,16.268,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,54373,369,7,0.060275,0.135269
full_score_4,"Full hubs, service score =4",SPOKE_0130,Nabiganda HC III,existing_nbs,1,0,HF1129,HC III,BUTALEJA,34.02468,0.96905,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,16.763,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0143,Ngora Gvt HC IV,existing_nbs,1,0,HF1595,HC IV,NGORA,33.80532,1.49346,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,16.778,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
full_score_4,"Full hubs, service score =4",SPOKE_0051,Budaka HC IV,existing_nbs,1,0,HF0998,HC IV,BUDAKA,33.95179,1.01983,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,18.68,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0077,Kadama HC III,existing_nbs,1,0,HF1399,HC III,KIBUKU,33.88599,1.01955,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,19.057,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
full_score_4,"Full hubs, service score =4",SPOKE_0086,Kangulumira HC IV,existing_nbs,1,0,HF0298,HC IV,KAYUNGA,33.03127,0.58534,HF0304,Kayunga Hospital,General Hospital,Government,NORTH BUGANDA,32.90342,0.70353,19.314,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,213826,1041,17,0.091807,0.288328
full_score_4,"Full hubs, service score =4",SPOKE_0054,Bugobero HC IV,existing_nbs,1,0,HF1483,HC IV,MANAFWA,34.25272,0.86533,HF1752,Tororo General HOSPITAL,General Hospital,Government,BUKEDI,34.187079,0.697967,19.893,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,42651,2472,25,0.090214,0.200315
full_score_4,"Full hubs, service score =4",SPOKE_0151,Pallisa HOSPITAL,existing_nbs,1,0,HF1617,General Hospital,PALLISA,33.711171,1.178446,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,21.053,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
full_score_4,"Full hubs, service score =4",SPOKE_0049,Atutur HOSPITAL,existing_nbs,1,0,HF1408,General Hospital,KUMI,33.990778,1.412704,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,21.736,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
full_score_4,"Full hubs, service score =4",SPOKE_0025,Padibe West HC III,collocated_candidate_nbs,0,1,HF2192,HC III,LAMWO,32.81643,3.4872,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,22.114,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
full_score_4,"Full hubs, service score =4",SPOKE_0012,Buyinja  HC IV,collocated_candidate_nbs,0,1,HF1547,HC IV,NAMAYINGO,33.87629,0.3358,HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,22.663,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,297299,556,5,0.09492,0.359669
full_score_4,"Full hubs, service score =4",SPOKE_0066,Buyinja  HC IV,existing_nbs,1,0,HF1547,HC IV,NAMAYINGO,33.87629,0.3358,HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,22.663,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,297299,556,5,0.09492,0.359669
full_score_4,"Full hubs, service score =4",SPOKE_0116,Lwengo Kinoni HC III GOVT,existing_nbs,1,0,HF0427,HC III,LWENGO,31.55569,-0.33903,HF0777,Kalisizo HOSPITAL,General Hospital,Government,SOUTH BUGANDA,31.62277,-0.53569,22.99,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,176754,149,5,0.057151,0.133475
full_score_4,"Full hubs, service score =4",SPOKE_0141,Nawanyago HC III,existing_nbs,1,0,HF1344,HC III,KAMULI,33.14849,0.73859,HF1312,Kamuli HOSPITAL,General Hospital,Government,BUSOGA,33.12034,0.95039,23.619,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,196516,17,0,0.098284,0.362318
full_score_4,"Full hubs, service score =4",SPOKE_0105,Kiyunga HC IV,existing_nbs,1,0,HF1475,HC IV,LUUKA,33.33111,0.76647,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,23.793,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
full_score_4,"Full hubs, service score =4",SPOKE_0121,Mbale REGIONAL REF HOSPITAL,existing_nbs,1,0,HF1536,RR Hospital,MBALE,34.175455,1.077161,HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,33.99635,1.19585,23.861,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,69718,1041,3,0.0819,0.270154
full_score_4,"Full hubs, service score =4",SPOKE_0154,Sekiwunga HC III,existing_nbs,1,0,HF0572,HC III,MPIGI,32.40002,0.27582,HF0252,Kadic HOSPITAL,General Hospital,Private For Profit,KAMPALA,32.603411,0.352746,24.177,within_25_km,functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,239469,273,10,0.078492,0.092641
